Date,Open,High,Low,Close,Adj Close,Volume
2016-04-14,29.042500,29.232500,28.750000,29.037500,25.605194,6168000
2016-04-15,29.125000,29.400000,29.037500,29.357500,25.887367,6431600
2016-04-18,29.357500,29.442499,29.117500,29.442499,25.962315,5816000
2016-04-19,29.520000,29.600000,29.305000,29.525000,26.035063,7352000
2016-04-20,29.514999,29.580000,28.860001,28.877501,25.464100,5898800
2016-04-21,28.807501,28.812500,28.110001,28.227501,24.890934,9754800
2016-04-22,28.362499,28.632500,28.309999,28.610001,25.228216,6966800
2016-04-25,28.577499,28.617500,28.462500,28.617500,25.234835,4530800
2016-04-26,28.680000,28.910000,28.549999,28.879999,25.466307,7878000
2016-04-27,28.920000,29.504999,28.850000,29.222500,25.768322,10262400
2016-04-28,28.950001,29.432501,28.782499,29.117500,25.675735,8615200
2016-04-29,29.052500,29.437500,28.787500,29.395000,25.920429,9361200
2016-05-02,29.457500,29.690001,29.320000,29.514999,26.026241,7651600
2016-05-03,29.584999,29.737499,29.360001,29.605000,26.105610,5263200
2016-05-04,29.504999,30.110001,29.434999,29.865000,26.334875,6705600
2016-05-05,29.855000,30.110001,29.490000,29.712500,26.200396,8386400
2016-05-06,29.764999,29.775000,29.375000,29.622499,26.121038,5848800
2016-05-09,29.660000,29.772499,29.532499,29.722500,26.209219,4924800
2016-05-10,29.820000,29.997499,29.727501,29.900000,26.365732,4637200
2016-05-11,29.942499,30.087500,29.625000,29.922501,26.385580,5758800
2016-05-12,29.967501,30.347500,29.817499,30.287500,26.707436,7977200
2016-05-13,30.227501,30.332500,29.924999,30.190001,26.621462,5877200
2016-05-16,30.084999,30.377501,29.952499,30.370001,26.780182,5292800
2016-05-17,30.275000,30.322500,29.735001,29.945000,26.405422,8535200
2016-05-18,29.797501,30.202499,29.352501,29.504999,26.017426,9197200
2016-05-19,29.282499,29.612499,29.125000,29.602501,26.103405,8242800
2016-05-20,29.650000,29.844999,29.467501,29.832500,26.306215,8964400
2016-05-23,29.862499,29.875000,29.467501,29.497499,26.010817,4948400
2016-05-24,29.562500,30.017500,29.520000,29.972500,26.429667,7466000
2016-05-25,29.900000,29.992500,29.715000,29.775000,26.255518,5688000
2016-05-26,29.552500,29.975000,29.549999,29.955000,26.608608,4618800
2016-05-27,29.975000,30.022499,29.802500,29.959999,26.613049,4366800
2016-05-31,29.959999,30.217501,29.862499,30.030001,26.675234,13375600
2016-06-01,30.030001,30.207500,29.902500,30.037500,26.681887,6606800
2016-06-02,29.957500,30.049999,29.674999,29.952499,26.606386,5515600
2016-06-03,30.212500,30.592501,30.160000,30.450001,27.048315,7846400
2016-06-06,30.520000,30.674999,30.292500,30.437500,27.037203,5638800
2016-06-07,30.507500,30.620001,30.267500,30.277500,26.895079,6731600
2016-06-08,30.242500,30.747499,30.207500,30.730000,27.297029,7323600
2016-06-09,30.742500,31.035000,30.717501,30.995001,27.532423,5551600
2016-06-10,30.980000,31.212500,30.780001,30.957500,27.499119,5889600
2016-06-13,30.967501,31.084999,30.840000,30.897499,27.445820,4673200
2016-06-14,30.930000,31.254999,30.719999,31.245001,27.754498,6342400
2016-06-15,31.157499,31.172501,30.827499,30.959999,27.501337,7671200
2016-06-16,31.042500,31.267500,30.959999,31.212500,27.725628,6134800
2016-06-17,31.257500,31.307501,30.932501,31.275000,27.781145,11624400
2016-06-20,31.225000,31.275000,30.802500,31.059999,27.590162,6514000
2016-06-21,31.135000,31.242500,30.892500,31.067499,27.596823,7440400
2016-06-22,31.100000,31.132500,30.872499,30.910000,27.456924,5465200
2016-06-23,30.932501,30.952499,30.742500,30.952499,27.494673,5585600
2016-06-24,30.532499,31.272499,30.312500,30.950001,27.492453,16309600
2016-06-27,30.962500,32.055000,30.962500,31.969999,28.398502,13596000
2016-06-28,31.882500,32.139999,31.572500,32.115002,28.527304,10236400
2016-06-29,32.209999,32.322498,31.822500,31.937500,28.369635,9655200
2016-06-30,31.992500,32.607498,31.847500,32.599998,28.958122,12484800
2016-07-01,32.817501,32.817501,32.145000,32.432499,28.809338,6346800
2016-07-05,32.430000,32.830002,32.377499,32.717499,29.062496,10086000
2016-07-06,32.667500,32.994999,32.367500,32.722500,29.066938,9991600
2016-07-07,32.625000,32.702499,31.992500,32.082500,28.498436,7687600
2016-07-08,32.022499,32.494999,31.665001,32.482498,28.853748,7956400
2016-07-11,32.352501,32.435001,32.022499,32.422501,28.800451,5507600
2016-07-12,32.262501,32.497501,31.815001,31.832500,28.276367,9178400
2016-07-13,31.967501,32.137501,31.852501,32.042500,28.462908,8285600
2016-07-14,31.820000,32.025002,31.635000,31.809999,28.256376,9823200
2016-07-15,31.885000,32.072498,31.772499,31.895000,28.331881,5394000
2016-07-18,31.934999,32.167500,31.897499,32.062500,28.480673,8186400
2016-07-19,31.977501,32.077499,31.812500,32.022499,28.445135,6388800
2016-07-20,32.142502,32.162498,31.787500,31.802500,28.249720,6747200
2016-07-21,31.750000,32.115002,31.597500,32.064999,28.482889,6518000
2016-07-22,32.002499,32.537498,31.937500,32.452499,28.827101,6752800
2016-07-25,32.325001,32.450001,32.157501,32.372501,28.756039,5101600
2016-07-26,32.347500,32.402500,32.000000,32.107498,28.520643,7142000
2016-07-27,32.040001,32.172501,31.387501,31.792500,28.240833,9644000
2016-07-28,31.754999,32.025002,31.637501,31.855000,28.296349,7392800
2016-07-29,31.817499,32.127499,31.817499,32.072498,28.489553,9340000
2016-08-01,32.049999,32.202499,31.975000,32.125000,28.536186,8235600
2016-08-02,31.937500,32.080002,31.709999,31.907499,28.342993,6613200
2016-08-03,31.897499,32.115002,31.764999,32.022499,28.445135,20291600
2016-08-04,31.959999,32.097500,31.762501,31.862499,28.303013,9086000
2016-08-05,31.695000,31.790001,31.327499,31.497499,27.978790,7072800
2016-08-08,31.559999,31.752501,31.395000,31.497499,27.978790,7976400
2016-08-09,31.504999,31.652500,31.412500,31.517500,27.996555,6860800
2016-08-10,31.547501,31.635000,31.415001,31.592501,28.063177,4592400
2016-08-11,31.592501,31.772499,31.525000,31.754999,28.207521,6036000
2016-08-12,31.825001,31.927500,31.682501,31.697500,28.156446,6001600
2016-08-15,31.780001,31.825001,31.320000,31.330000,27.829998,4743200
2016-08-16,31.302500,31.302500,30.997499,30.997499,27.534647,6435200
2016-08-17,30.995001,31.500000,30.752501,31.450001,27.936594,8080000
2016-08-18,31.325001,31.760000,31.325001,31.740000,28.194201,10607600
2016-08-19,31.639999,31.639999,31.100000,31.270000,27.776707,9796400
2016-08-22,31.362499,31.424999,31.182501,31.260000,27.767822,6145200
2016-08-23,31.330000,31.432501,31.055000,31.067499,27.596823,4941600
2016-08-24,30.987499,31.120001,30.865000,31.037500,27.570177,4933200
2016-08-25,31.084999,31.212500,31.010000,31.127501,27.650122,4957600
2016-08-26,30.985001,31.232500,30.372499,30.405001,27.198381,7512400
2016-08-29,30.467501,30.797501,30.402500,30.584999,27.359398,8560400
2016-08-30,30.565001,30.735001,30.262501,30.305000,27.108929,6802400
2016-08-31,30.292500,30.417500,30.155001,30.235001,27.046310,8194000
2016-09-01,30.187500,30.309999,30.055000,30.250000,27.059731,8328800
2016-09-02,30.502501,30.922501,30.327499,30.782499,27.536068,9426000
2016-09-06,30.937500,31.322500,30.889999,31.322500,28.019121,9724000
2016-09-07,31.740000,31.740000,31.105000,31.264999,27.967684,9802400
2016-09-08,31.067499,31.442499,31.067499,31.344999,28.039246,6993600
2016-09-09,31.087500,31.137501,30.187500,30.215000,27.028419,10747200
2016-09-12,30.250000,30.895000,30.162500,30.822500,27.571848,10174000
2016-09-13,30.700001,30.805000,30.272499,30.385000,27.180490,7679200
2016-09-14,30.500000,30.730000,30.379999,30.525000,27.305727,7883600
2016-09-15,30.500000,30.760000,30.355000,30.682501,27.446617,5134400
2016-09-16,30.562500,30.885000,30.430000,30.830000,27.578558,13406000
2016-09-19,30.912500,31.222500,30.855000,31.184999,27.896118,4990400
2016-09-20,31.209999,31.440001,31.209999,31.267500,27.969917,8329600
2016-09-21,31.295000,31.967501,31.262501,31.959999,28.589386,7809600
2016-09-22,32.102501,32.217499,31.922501,32.007500,28.631876,6233200
2016-09-23,31.389999,31.922501,31.012501,31.687500,28.345623,9808400
2016-09-26,31.637501,31.745001,31.452499,31.557501,28.229338,5540800
2016-09-27,31.772499,32.147499,31.637501,31.697500,28.354570,9823200
2016-09-28,31.830000,31.862499,31.330000,31.620001,28.285246,6843200
2016-09-29,31.472500,31.485001,30.684999,30.924999,27.663544,11084800
2016-09-30,31.075001,31.219999,30.440001,30.580000,27.354925,12255200
2016-10-03,30.615000,30.670000,30.059999,30.282499,27.088802,6773600
2016-10-04,30.285000,30.285000,29.525000,29.725000,26.590097,9205200
2016-10-05,29.767500,30.037500,29.602501,29.635000,26.509590,8268800
2016-10-06,29.530001,29.777500,29.379999,29.507500,26.395536,10979600
2016-10-07,29.972500,30.815001,29.917500,30.434999,27.225222,19343200
2016-10-10,30.465000,30.735001,30.312500,30.695000,27.457800,8225600
2016-10-11,30.537500,30.620001,30.195000,30.287500,27.093275,7655600
2016-10-12,30.334999,30.785000,30.302500,30.745001,27.502525,7682400
2016-10-13,30.732500,31.292500,30.629999,31.157499,27.871523,8133200
2016-10-14,31.087500,31.260000,30.972500,31.007500,27.737335,5538000
2016-10-17,31.087500,31.117500,30.905001,31.014999,27.744051,4531600
2016-10-18,31.252501,31.362499,30.917500,31.277500,27.978865,5262800
2016-10-19,31.225000,31.342501,31.032499,31.145000,27.860338,6226400
2016-10-20,31.145000,31.402500,30.977501,31.032499,27.759701,7426000
2016-10-21,30.882500,31.047501,30.722500,30.927500,27.665777,4504800
2016-10-24,31.052500,31.135000,30.872499,31.094999,27.815615,5948000
2016-10-25,31.035000,31.400000,30.975000,31.379999,28.070555,5546800
2016-10-26,31.392500,31.629999,31.215000,31.549999,28.222628,5264000
2016-10-27,31.462500,31.600000,31.082500,31.280001,27.981106,6072400
2016-10-28,31.332500,31.612499,31.227501,31.432501,28.117519,7975200
2016-10-31,31.762501,32.115002,31.442499,32.000000,28.625168,12201200
2016-11-01,32.047501,32.070000,31.362499,31.472500,28.153303,6615200
2016-11-02,30.825001,31.070000,30.547501,30.920000,27.659069,24144400
2016-11-03,30.924999,31.097500,30.732500,30.959999,27.694853,8894000
2016-11-04,31.107500,31.174999,30.787500,30.795000,27.547251,8741600
2016-11-07,30.950001,31.167500,30.700001,31.165001,27.878231,11381600
2016-11-08,31.177500,31.357500,31.025000,31.292500,27.992281,8492000
2016-11-09,30.292500,30.292500,29.045000,29.372499,26.274773,28179200
2016-11-10,29.197500,29.230000,28.087500,28.764999,25.731340,29856000
2016-11-11,28.639999,28.882500,28.192499,28.385000,25.391417,16962000
2016-11-14,28.227501,28.639999,27.622499,28.610001,25.592686,26612000
2016-11-15,28.575001,28.834999,28.437500,28.757500,25.724634,17999600
2016-11-16,28.820000,28.900000,28.295000,28.572500,25.559147,16990000
2016-11-17,28.477501,28.785000,28.472500,28.695000,25.668722,8694400
2016-11-18,28.912500,28.912500,28.365000,28.522499,25.514414,12270400
2016-11-21,28.610001,28.657499,28.422501,28.587500,25.572563,9200000
2016-11-22,28.457500,28.682501,28.397499,28.457500,25.651436,10324800
2016-11-23,28.225000,28.457500,28.182501,28.355000,25.559040,9386000
2016-11-25,28.480000,28.792500,28.472500,28.690001,25.861010,4609200
2016-11-28,28.812500,29.165001,28.750000,29.075001,26.208048,18561200
2016-11-29,29.075001,29.632500,29.045000,29.317499,26.426632,12683200
2016-11-30,28.969999,28.997499,28.540001,28.557501,25.741579,13353200
2016-12-01,28.379999,28.480000,28.157499,28.237499,25.453127,12088800
2016-12-02,28.424999,28.727501,28.402500,28.602501,25.782139,8462800
2016-12-05,28.577499,28.850000,28.295000,28.750000,25.915091,10162800
2016-12-06,28.705000,28.905001,28.617500,28.687500,25.858755,11771600
2016-12-07,28.754999,29.424999,28.700001,29.420000,26.519024,10788800
2016-12-08,29.195000,29.407499,29.084999,29.217501,26.336494,8990000
2016-12-09,29.247499,29.344999,28.934999,29.122499,26.250860,11916000
2016-12-12,29.022499,29.447500,28.965000,29.362499,26.467197,16726000
2016-12-13,29.377501,29.795000,29.370001,29.754999,26.820990,9606800
2016-12-14,29.922501,30.107500,29.000000,29.007500,26.147200,10513600
2016-12-15,28.995001,29.262501,28.712500,29.257500,26.372553,10830800
2016-12-16,29.309999,29.797501,29.280001,29.725000,26.793953,15695200
2016-12-19,29.875000,29.922501,29.577499,29.805000,26.866066,5144400
2016-12-20,29.809999,29.975000,29.690001,29.825001,26.884090,6166000
2016-12-21,29.772499,29.950001,29.627501,29.650000,26.726345,6073200
2016-12-22,29.660000,29.754999,29.540001,29.725000,26.793953,5002800
2016-12-23,29.722500,29.815001,29.635000,29.807501,26.868317,3570400
2016-12-27,29.770000,29.895000,29.642500,29.812500,26.872822,2621600
2016-12-28,29.830000,29.917500,29.617500,29.662500,26.737617,5213200
2016-12-29,29.807501,30.065001,29.629999,30.045000,27.082401,4048000
2016-12-30,30.052500,30.187500,29.775000,29.865000,26.920147,5696000
2017-01-03,29.885000,29.912500,29.450001,29.680000,26.753389,6101200
2017-01-04,29.807501,29.952499,29.645000,29.767500,26.832262,8541600
2017-01-05,29.945000,29.945000,29.437500,29.750000,26.816488,6155200
2017-01-06,29.602501,29.782499,29.502501,29.662500,26.737617,8810000
2017-01-09,29.780001,29.877501,29.525000,29.587500,26.670013,6061200
2017-01-10,29.532499,29.677500,29.332500,29.645000,26.721846,6372800
2017-01-11,29.559999,29.902500,29.559999,29.852501,26.908882,5600000
2017-01-12,29.897499,29.982500,29.715000,29.875000,26.929159,6534000
2017-01-13,29.825001,29.855000,29.469999,29.762501,26.827759,5775200
2017-01-17,29.850000,30.072500,29.795000,30.055000,27.091408,6962000
2017-01-18,30.055000,30.242500,29.959999,30.007500,27.048595,5786400
2017-01-19,29.842501,30.059999,29.712500,29.820000,26.879585,4725600
2017-01-20,29.870001,29.907499,29.587500,29.815001,26.875078,5106000
2017-01-23,29.882500,29.980000,29.665001,29.695000,26.766911,9114800
2017-01-24,29.684999,29.815001,29.592501,29.702499,26.773670,4850400
2017-01-25,29.559999,29.772499,29.527500,29.754999,26.820990,6880400
2017-01-26,29.674999,29.822500,29.477501,29.687500,26.760151,5508000
2017-01-27,29.990000,30.459999,29.832500,30.342501,27.350567,12540400
2017-01-30,30.417500,30.905001,30.385000,30.612499,27.593939,11280000
2017-01-31,30.610001,31.077499,30.540001,30.930000,27.880136,8781200
2017-02-01,30.680000,30.907499,30.522499,30.655001,27.632246,8219600
2017-02-02,30.740000,30.879999,30.530001,30.865000,27.821541,5004800
2017-02-03,30.975000,31.222500,30.887501,31.052500,27.990555,8227200
2017-02-06,31.100000,31.207500,30.882500,30.965000,27.911680,4192800
2017-02-07,31.017500,31.160000,30.934999,31.082500,28.017591,6258800
2017-02-08,31.059999,31.605000,31.059999,31.575001,28.461535,8594400
2017-02-09,31.575001,31.575001,31.045000,31.162500,28.089710,6426000
2017-02-10,31.125000,31.387501,31.062500,31.367500,28.274494,4821200
2017-02-13,31.375000,31.530001,31.285000,31.500000,28.393927,3542800
2017-02-14,31.254999,31.522499,31.129999,31.500000,28.393927,6450400
2017-02-15,31.262501,31.487499,31.139999,31.322500,28.233932,7062000
2017-02-16,31.375000,31.552500,31.309999,31.547501,28.436741,4990000
2017-02-17,31.672501,31.742500,31.490000,31.715000,28.587727,9351200
2017-02-21,31.605000,32.122501,31.500000,32.064999,28.903214,6306800
2017-02-22,31.995001,32.169998,31.860001,32.110001,28.943781,8544400
2017-02-23,32.187500,32.412498,32.049999,32.292500,29.108280,7606400
2017-02-24,32.212502,32.740002,32.125000,32.740002,29.737970,10271600
2017-02-27,32.767502,32.767502,32.294998,32.467499,29.490452,7332800
2017-02-28,32.490002,32.869999,32.387501,32.750000,29.747044,8994400
2017-03-01,32.389999,32.564999,32.152500,32.352501,29.386002,9072000
2017-03-02,32.352501,32.910000,32.250000,32.735001,29.733427,6120400
2017-03-03,32.674999,32.750000,32.452499,32.700001,29.701632,5286000
2017-03-06,32.625000,32.747501,32.439999,32.660000,29.665302,8208400
2017-03-07,32.592499,32.779999,32.560001,32.662498,29.667572,7964400
2017-03-08,32.380001,32.529999,32.220001,32.360001,29.392817,6328000
2017-03-09,32.415001,32.544998,32.177502,32.187500,29.236128,5044400
2017-03-10,32.450001,32.542500,32.252499,32.514999,29.533596,5922800
2017-03-13,32.522499,32.667500,32.362499,32.615002,29.624432,5837200
2017-03-14,32.582500,32.742500,32.507500,32.642502,29.649412,5369600
2017-03-15,32.709999,33.157501,32.592499,32.974998,29.951418,8121200
2017-03-16,32.902500,32.942501,32.395000,32.474998,29.497261,10442800
2017-03-17,32.529999,32.945000,32.522499,32.557499,29.572199,18648400
2017-03-20,32.680000,32.794998,32.384998,32.472500,29.494991,7566800
2017-03-21,32.555000,33.084999,32.397499,32.962502,29.940065,9536400
2017-03-22,33.002499,33.299999,32.945000,33.102501,30.067230,5535200
2017-03-23,33.122501,33.279999,32.942501,33.022499,29.994564,6200400
2017-03-24,32.992500,33.320000,32.930000,33.200001,30.155788,5728000
2017-03-27,33.262501,33.275002,32.660000,32.775002,29.769760,8160000
2017-03-28,32.687500,32.889999,32.627499,32.814999,29.806087,5511200
2017-03-29,32.637501,32.757500,32.555000,32.637501,29.644869,4426800
2017-03-30,32.509998,32.645000,31.945000,32.032501,29.095341,13592400
2017-03-31,32.014999,32.320000,31.955000,32.092499,29.149837,9346000
2017-04-03,32.125000,32.192501,31.772499,32.180000,29.229317,6970000
2017-04-04,32.232498,32.480000,32.102501,32.384998,29.415516,5436400
2017-04-05,32.352501,32.709999,32.250000,32.660000,29.665302,7146400
2017-04-06,32.514999,32.612499,32.349998,32.439999,29.465475,6118000
2017-04-07,32.507500,32.587502,32.192501,32.232498,29.276997,7067200
2017-04-10,32.232498,32.410000,32.142502,32.357498,29.390533,4207600
2017-04-11,32.282501,32.392502,32.077499,32.330002,29.365562,4214400
2017-04-12,32.152500,32.634998,32.125000,32.627499,29.635780,5874800
2017-04-13,32.522499,32.875000,32.502499,32.692501,29.694826,7746400
2017-04-17,32.667500,32.817501,32.617500,32.727501,29.726612,4508400
2017-04-18,32.724998,33.017502,32.612499,32.985001,29.960499,7822400
2017-04-19,32.982498,32.997501,32.715000,32.875000,29.860592,8320000
2017-04-20,32.875000,32.875000,32.305000,32.717499,29.717529,8054800
2017-04-21,32.814999,33.582500,32.814999,33.255001,30.205746,10480800
2017-04-24,33.154999,33.277500,32.857498,33.187500,30.144440,9744400
2017-04-25,33.152500,33.250000,32.965000,33.230000,30.183035,5167200
2017-04-26,33.250000,33.457500,33.162498,33.207500,30.162598,5967200
2017-04-27,33.165001,33.549999,33.157501,33.380001,30.319288,5624000
2017-04-28,33.337502,33.529999,33.267502,33.389999,30.328369,6652800
2017-05-01,33.535000,33.580002,33.195000,33.259998,30.210285,7204000
2017-05-02,33.310001,33.509998,33.267502,33.505001,30.432823,6858400
2017-05-03,33.465000,33.562500,33.292500,33.340000,30.282953,6574400
2017-05-04,33.277500,33.625000,33.275002,33.584999,30.505486,7013200
2017-05-05,33.695000,33.802502,33.557499,33.582500,30.503214,7312400
2017-05-08,33.625000,33.790001,33.542500,33.737499,30.644003,5804800
2017-05-09,33.610001,33.732498,33.372501,33.442501,30.376053,6190000
2017-05-10,33.455002,33.615002,33.355000,33.542500,30.466885,7498800
2017-05-11,33.520000,33.665001,33.397499,33.660000,30.573608,3581200
2017-05-12,33.682499,33.957500,33.665001,33.887501,30.780254,6115200
2017-05-15,33.810001,34.160000,33.762501,34.032501,30.911957,7712400
2017-05-16,34.032501,34.202499,33.947498,33.974998,30.859722,5438000
2017-05-17,33.974998,34.292500,33.974998,34.112499,30.984617,7484800
2017-05-18,34.157501,34.432499,33.930000,34.235001,31.095886,8878000
2017-05-19,34.257500,34.400002,33.900002,34.322498,31.175360,6914800
2017-05-22,34.340000,34.645000,34.250000,34.587502,31.416061,8549600
2017-05-23,34.630001,35.014999,34.595001,34.740002,31.554588,7788800
2017-05-24,34.794998,35.107498,34.755001,35.037498,31.824804,6207200
2017-05-25,34.932499,35.217499,34.810001,35.174999,32.175369,4765200
2017-05-26,35.197498,35.264999,35.092499,35.177502,32.177647,4430000
2017-05-30,35.132500,35.262501,35.060001,35.162498,32.163940,11000400
2017-05-31,35.180000,35.457500,35.180000,35.360001,32.344593,13267600
2017-06-01,35.337502,35.474998,35.180000,35.474998,32.449787,6446400
2017-06-02,35.692501,35.732498,35.432499,35.677502,32.635017,7339600
2017-06-05,35.599998,35.660000,35.447498,35.462502,32.438358,4325600
2017-06-06,35.627499,35.660000,35.430000,35.480000,32.454365,8223600
2017-06-07,35.482498,35.744999,35.360001,35.645000,32.605286,5715200
2017-06-08,35.645000,35.645000,35.157501,35.362499,32.346878,6776400
2017-06-09,35.275002,35.435001,34.987499,35.060001,32.070175,7172800
2017-06-12,35.060001,35.215000,34.537498,34.855000,31.882658,8946400
2017-06-13,34.855000,35.087502,34.740002,34.987499,32.003857,6944400
2017-06-14,35.287498,35.547501,35.150002,35.287498,32.278275,5689200
2017-06-15,35.302502,35.527500,35.165001,35.467499,32.442928,11065600
2017-06-16,35.547501,35.792500,35.480000,35.709999,32.664738,10408800
2017-06-19,35.762501,35.797501,35.532501,35.597500,32.561832,9268400
2017-06-20,35.610001,35.707500,35.480000,35.490002,32.463505,8612800
2017-06-21,35.529999,35.590000,35.105000,35.264999,32.257687,6520800
2017-06-22,35.222500,35.552502,35.169998,35.397499,32.378887,7685600
2017-06-23,35.397499,36.082500,35.342499,35.785000,32.733349,11007600
2017-06-26,35.847500,36.217499,35.779999,36.057499,32.982613,7911200
2017-06-27,35.892502,36.087502,35.505001,35.567501,32.534405,9662800
2017-06-28,35.730000,35.807499,35.187500,35.255001,32.248547,8363600
2017-06-29,35.047501,35.095001,34.740002,34.992500,32.008434,11584000
2017-06-30,35.057499,35.404999,35.017502,35.032501,32.045021,8531600
2017-07-03,35.212502,35.450001,34.904999,34.904999,31.928391,4121200
2017-07-05,34.895000,34.947498,34.562500,34.705002,31.745453,7705600
2017-07-06,34.634998,34.952499,34.500000,34.892502,31.916958,6964400
2017-07-07,34.892502,35.290001,34.845001,35.119999,32.125057,5514000
2017-07-10,35.157501,35.452499,35.067501,35.257500,32.250835,6750400
2017-07-11,35.380001,35.380001,34.882500,35.187500,32.186802,7593600
2017-07-12,35.465000,35.560001,35.165001,35.195000,32.193665,6771600
2017-07-13,35.305000,35.332500,35.047501,35.145000,32.147926,5557200
2017-07-14,35.412498,35.532501,35.330002,35.415001,32.394905,5052800
2017-07-17,35.352501,35.432499,35.187500,35.242500,32.237110,11244400
2017-07-18,35.317501,35.529999,35.247501,35.372501,32.356026,5471600
2017-07-19,35.485001,35.514999,35.332500,35.450001,32.426918,3773600
2017-07-20,35.580002,35.967499,35.500000,35.869999,32.811096,6280000
2017-07-21,35.790001,36.107498,35.642502,36.092499,33.014626,5413600
2017-07-24,36.102501,36.102501,35.779999,35.787498,32.735634,8410400
2017-07-25,35.842499,35.862499,35.529999,35.777500,32.726498,5401200
2017-07-26,35.654999,36.395000,35.572498,36.372501,33.270756,7041600
2017-07-27,36.237499,36.337502,35.990002,36.162498,33.078659,5680000
2017-07-28,36.150002,36.439999,36.112499,36.279999,33.186134,4625200
2017-07-31,36.332500,36.720001,36.314999,36.522499,33.407955,6780400
2017-08-01,36.470001,36.805000,36.459999,36.642502,33.517727,6042000
2017-08-02,36.540001,36.744999,36.345001,36.685001,33.556610,6688000
2017-08-03,36.637501,36.959999,36.584999,36.884998,33.739540,5674400
2017-08-04,36.737499,36.832500,36.520000,36.687500,33.558887,5915600
2017-08-07,36.707500,36.872501,36.622501,36.772499,33.636635,4819200
2017-08-08,36.750000,36.895000,36.674999,36.837502,33.696095,4750800
2017-08-09,36.970001,37.047501,36.737499,36.810001,33.670940,11042000
2017-08-10,36.717499,37.075001,36.705002,36.930000,33.780712,5367600
2017-08-11,36.910000,37.012501,36.662498,36.794998,33.657219,5086000
2017-08-14,36.902500,37.092499,36.845001,37.014999,33.858463,3908000
2017-08-15,36.872501,37.334999,36.872501,37.262501,34.084858,4777200
2017-08-16,37.247501,37.544998,37.195000,37.494999,34.297527,5415200
2017-08-17,37.357498,37.580002,37.084999,37.152500,33.984234,5450800
2017-08-18,37.125000,37.650002,37.012501,37.482498,34.286087,5754800
2017-08-21,37.500000,37.709999,37.419998,37.612499,34.405006,3898000
2017-08-22,37.642502,37.797501,37.505001,37.709999,34.494190,5402400
2017-08-23,37.407501,37.587502,37.187500,37.410000,34.444241,5781200
2017-08-24,37.500000,37.500000,37.235001,37.327499,34.368282,5164400
2017-08-25,37.415001,37.612499,37.250000,37.525002,34.550117,5036400
2017-08-28,37.575001,37.724998,37.509998,37.720001,34.729664,3499600
2017-08-29,37.757500,37.820000,37.535000,37.680000,34.692833,5597200
2017-08-30,37.605000,37.709999,37.542500,37.654999,34.669827,4246000
2017-08-31,37.750000,37.755001,37.552502,37.627499,34.644497,6826000
2017-09-01,37.750000,37.825001,37.415001,37.540001,34.563938,4287200
2017-09-05,37.544998,37.612499,37.325001,37.564999,34.586945,4299200
2017-09-06,37.650002,37.677502,37.062500,37.062500,34.124294,9138400
2017-09-07,37.112499,37.724998,37.110001,37.372501,34.409718,7742400
2017-09-08,37.302502,37.369999,36.764999,37.064999,34.126583,11796800
2017-09-11,37.064999,37.900002,37.002499,37.849998,34.849358,9118000
2017-09-12,37.770000,37.837502,36.982498,37.282501,34.326855,7717200
